ts,Tipo,DOW_name,ROI,score_oos,score_all,score_source
2025-09-11 19:00:00,FH,Qui,1.1110000000000002,0.39463527707250884,0.4196350027852949,global_fallback
2025-09-11 19:11:00,FT,Qui,0.81,0.4244265946380094,0.42966794410978887,global_fallback
2025-09-12 09:30:00,FT,Sex,0.859,0.3929076986219041,0.40476337486382774,global_fallback
2025-09-12 09:58:00,FH,Sex,-1.0,0.4125211009798883,0.42835728256462724,global_fallback
2025-09-12 09:58:00,FH,Sex,-1.0,0.41255788885399813,0.4283929379810237,global_fallback
2025-09-12 10:27:00,FH,Sex,-0.5,0.40151383703426297,0.4188991413563005,global_fallback
2025-09-12 10:28:00,FH,Sex,-1.0,0.4148689978469258,0.42196354130765934,global_fallback
2025-09-12 10:32:00,FH,Sex,-1.0,0.38797254219535116,0.3988512419230665,global_fallback
2025-09-12 10:35:00,FT,Sex,0.6599999999999999,0.40899723314593944,0.4315831391165662,global_fallback
2025-09-12 10:35:00,FT,Sex,-1.0,0.4329629067675068,0.4428427101404119,global_fallback
2025-09-12 10:38:00,FT,Sex,1.63,0.42052245816666134,0.4269239377579521,global_fallback
2025-09-12 10:58:00,FH,Sex,0.71,0.4015889572588017,0.4063219923699184,global_fallback
2025-09-12 10:58:00,FH,Sex,0.8,0.40984710928365414,0.4126343282786922,global_fallback
2025-09-12 11:03:00,FT,Sex,0.0,0.41258304947805896,0.41656104861177307,global_fallback
2025-09-12 13:03:00,FT,Sex,-1.0,0.4258039071912139,0.430206500750983,global_fallback
2025-09-12 13:07:00,FH,Sex,-0.5,0.4082127194505186,0.42970971083367177,global_fallback
2025-09-12 13:08:00,FH,Sex,-0.5,0.40886776110619744,0.4286742072067356,global_fallback
2025-09-12 13:09:00,FH,Sex,1.25,0.38982694101903687,0.41583677047944007,global_fallback
2025-09-12 13:10:00,FH,Sex,-1.0,0.390928528807151,0.4222912118724006,global_fallback
